Molecule ChEMBL ID	Smiles	Standard Type	Standard Value
CHEMBL407000	CC(C)(C)[C@H](NC(=O)CCc1nc2ccccc2[nH]1)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)[C@@H](CO)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)CCc1nc2ccccc2[nH]1)C(C)(C)C	Ki	160
CHEMBL475963	COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)/C=C/C(C)=O)cc1	Ki	0.17
CHEMBL473047	CC[C@H](C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)c1ccc(O)c(O)c1)S(=O)(=O)c1ccc(OC)cc1	Ki	0.38
CHEMBL364088	CCC(C)[C@@H](NC(=O)C(CCC(C)C)NC(=O)CCCCCCCCCCCCCCC(=O)N[C@H](CC(=O)N[C@@H](Cc1ccccc1)C(=O)O)C(N)=O)C(=O)N[C@@H](Cc1ccccc1)C(N)=O	Ki	502000
CHEMBL1791342	CC[C@H](C)[C@@H](NC(=O)[C@@H](NC(=O)CCCCCCCCCCCCCCC(=O)N[C@H](CC(=O)N[C@@H](Cc1ccccc1)C(=O)O)C(N)=O)[C@H](C)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(N)=O	Ki	361
CHEMBL1161733	CC(C)[C@H](C)C(=O)NC(=O)[C@H](O)[C@H](O)[C@@H](O)[C@@H](Oc1ccc(CCc2ccccc2)cc1)C(=O)NC(=O)[C@@H](C)C(C)C	Ki	0.8
CHEMBL372224	C=CCCCCC(NC(=O)c1cccc(O)c1OCCCC=C)C(O)CN(CC(C)C)S(=O)(=O)c1ccc(OC)cc1	Ki	9
CHEMBL268117	COc1cccc(S(=O)(=O)N(Cc2cccs2)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)[C@@H]2CN(c3ccccc3)C(=O)O2)c1	Ki	239.88
CHEMBL191880	COc1ccc(S(=O)(=O)N(CC(C)C)CC(O)C2CCCCCCCOc3c(O)cccc3C(=O)N2)cc1	Ki	1
CHEMBL384437	COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)[C@@H]2CN(c3ccc(F)c(F)c3)C(=O)O2)cc1	Ki	0.066
CHEMBL384436	COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)[C@@H]2CN(c3ccccc3)C(=O)O2)cc1	Ki	0.1
CHEMBL286393	CC(C)=CCN1C(=O)N(CC=C(C)C)[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@H]1Cc1ccccc1	Ki	1.8
CHEMBL351726	CC(C)CCN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1)S(=O)(=O)c1ccccc1	Ki	1
CHEMBL4649672	CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NCCN1CCOCC1)S(=O)(=O)c1ccc(N)cc1	Ki	96.17
CHEMBL365219	O=C(C[C@@H](Cc1ccccc1)C(=O)NC1c2ccccc2C[C@H]1O)CN1C(=O)[C@@H](Cc2ccccc2)C[C@@H]1Cc1ccc(O)cc1	Ki	0.13
CHEMBL176372	COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)[C@H]2C[C@]3(CCCO3)CCO2)cc1	Ki	2000
CHEMBL313959	Cc1cnc(NC(=O)c2cccc(CN3C(=O)N(Cc4cccc(C(=O)Nc5ncc(C)s5)c4)[C@H](Cc4ccccc4)[C@H](O)[C@@H](O)[C@H]3Cc3ccccc3)c2)s1	Ki	0.014
CHEMBL16400	O=c1c2c(oc(O)c1C(c1cccc(NS(=O)(=O)c3ccccc3)c1)C1CC1)CCCCCC2	Ki	3.2
CHEMBL432190	CCCCCCCN1C(=O)N(CCCCCCC)[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@H]1Cc1ccccc1	Ki	260
CHEMBL419494	O=C1N(Cc2ccccc2Cl)[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N1Cc1ccccc1Cl	Ki	240
CHEMBL315569	Nc1cccc(N2C(=O)N(Cc3cccc(C(=O)Nc4cnccn4)c3)[C@H](Cc3ccccc3)[C@H](O)[C@@H](O)[C@H]2Cc2ccccc2)c1	Ki	0.016
CHEMBL284491	CC(C)CCN1C(=O)N(CCC(C)C)[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@H]1Cc1ccccc1	Ki	12
CHEMBL127219	O=c1cc(C(CC2CC2)CC2CC2)oc(O)c1C(c1cccc(CS(=O)(=O)c2ccccn2)c1)C1CC1	Ki	2.3
CHEMBL17065	CC(=O)NC(CC(C)C)C(=O)N[C@@H](Cc1ccccc1)/C(O)=C(\C#N)c1ccc([N+](=O)[O-])cc1	Ki	9500
CHEMBL431174	C/C(=N/O)c1cccc(CN2C(=O)N(Cc3cccc(/C(C)=N/O)c3)[C@H](Cc3ccccc3)[C@H](O)[C@@H](O)[C@H]2Cc2ccccc2)c1	Ki	0.018
CHEMBL315174	O=C1N(Cc2cccc(Br)c2)[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N1Cc1cccc(Br)c1	Ki	1.4
CHEMBL85585	Cc1cccnc1NC(=O)c1cccc(CN2C(=O)N(Cc3cccc(C(=O)Nc4ncccc4C)c3)[C@H](Cc3ccccc3)[C@H](O)[C@@H](O)[C@H]2Cc2ccccc2)c1	Ki	0.26
CHEMBL104512	CC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)[C@@H](NCc1ccc(Cl)cc1)C(=O)N[C@H](C(=O)NCc1ccccc1)C(C)C	Ki	16982436525
CHEMBL473461	COc1cccc(S(=O)(=O)N(Cc2cccs2)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)c2cc(O)c(O)c(O)c2)c1	Ki	1148.15
CHEMBL83002	CC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)C(F)(F)C(=O)N1CCOCC1	Ki	70
CHEMBL65470	COc1ccc(CN[C@@H](C(=O)NC2c3ccccc3C[C@H]2O)[C@H](O)[C@H](Cc2ccccc2)NC(=O)[C@@H](NC(=O)CSc2nnc(C)s2)C(C)(C)C)cc1	Ki	8
CHEMBL295414	CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CC(Cc1ccc(OCC(=O)O)cc1)C(=O)NC1c2ccccc2C[C@H]1O	Ki	0.3388
CHEMBL125323	CC(C)CCN(C[C@@H](O)[C@@H]1Cc2ccc(cc2)OCCCC[C@H](N)C(=O)N[C@@H](C(C)C)C(=O)N1)S(=O)(=O)c1ccc(N)cc1	Ki	0.9
CHEMBL433729	CCC(C)[C@H](NC(=O)[C@@H](C[C@H](O)[C@H](CC1CCCCC1)NC(=O)c1ccccn1)C(C)C)C(=O)NCc1ccccn1	Ki	8
CHEMBL166640	CCC(C)[C@H](NC(=O)[C@@H](C[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)OC(C)(C)C)C(C)C)C(=O)NCc1ccccn1	Ki	10
CHEMBL301213	O=C(Nc1nccs1)c1cccc(CN2C(=O)N(CC3CC3)[C@H](Cc3ccccc3)[C@H](O)[C@@H](O)[C@H]2Cc2ccccc2)c1	Ki	0.058
CHEMBL417012	CC[C@H](C)[C@H](NC(=O)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CO)NC(=O)OC(C)(C)C)C(=O)N[C@H](C(=O)OC)C(C)C	Ki	2640
CHEMBL316732	O=C1Cc2cc(CN3C(=O)N(Cc4ccc5c(c4)CC(=O)N5)[C@H](Cc4ccccc4)[C@H](O)[C@@H](O)[C@H]3Cc3ccccc3)ccc2N1	Ki	0.14
CHEMBL343221	COc1ccc(CN[C@@H](C(=O)NCC(=O)NCc2nc3ccccc3[nH]2)[C@H](O)[C@H](Cc2ccccc2)NC(=O)[C@@H](NC(=O)OCc2ccccc2)C(C)C)cc1	Ki	15488166189
CHEMBL329184	CCN1C(=O)N(CC)[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@H]1Cc1ccccc1	Ki	100
CHEMBL3350114	O=S1(=O)N(Cc2cccc(I)c2)[C@@H](COc2ccccc2)[C@@H](O)[C@H](O)[C@H](COc2ccccc2)N1Cc1cccc(I)c1	Ki	93
CHEMBL144256	CC(C)[C@H](NC(=O)OCc1ccccn1)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)[C@@H](NCc1ccccc1)C(=O)N[C@H](C(=O)NCc1ccccn1)C(C)C	Ki	26915348039
CHEMBL384439	COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)[C@@H]2CN(c3cccc(OC)c3)C(=O)O2)cc1	Ki	0.045
CHEMBL25668	COc1ccc(CN[C@@H](C(=O)N[C@H](C(=O)NCc2ccc(OC)cc2O)C(C)C)[C@H](O)[C@H](Cc2ccccc2)NC(=O)[C@@H](NC(=O)OCc2ccccc2)C(C)C)cc1	Ki	14125375446
CHEMBL301728	CC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)[C@@H](O)CC(=O)N[C@@H](C)C(=O)N[C@@H](CC(C)C)[C@@H](O)CC(=O)O)C(C)C)C(C)C	Ki	35.48
CHEMBL51362	CCC(C)CNC(=O)[C@H](C(C)C)[C@@H](O)[C@H](O)[C@H](CC(C)C)NC(=O)OCc1ccccc1	Ki	363.08
CHEMBL219748	COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)[C@@H]2CN(c3ccc(C(C)=O)cc3)C(=O)O2)cc1	Ki	0.004
CHEMBL340638	Cn1ccnc1S(=O)(=O)Cc1cccc(C(c2c(O)cc(C(CC3CC3)CC3CC3)oc2=O)C2CC2)c1	Ki	3.1
CHEMBL105459	CNC(=O)[C@@H](NC(=O)[C@H](OCc1ccccc1)[C@H](O)[C@@H](O)[C@@H](OCc1ccccc1)C(=O)N[C@H](C(=O)NC)C(C)C)C(C)C	Ki	0.8
CHEMBL431306	O=C1N(CC2CC2)[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N1CC1CC1	Ki	2.1
CHEMBL115	CC(C)(C)NC(=O)[C@@H]1CN(Cc2cccnc2)CCN1C[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O	Ki	7
CHEMBL114258	C=CCS[C@@H](C(=O)NC1c2ccccc2C[C@H]1O)[C@H](O)[C@@H](O)[C@@H](SCC=C)C(=O)N[C@H]1c2ccccc2C[C@H]1O	Ki	16
CHEMBL4636812	CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)CN1CCO[C@@H](C)C1)S(=O)(=O)c1ccc(N)cc1	Ki	28.36
CHEMBL1790798	CC[C@H](C)[C@H](NC(=O)[C@H](NCc1ccccc1)[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)OCc1ccccc1)C(C)C)C(=O)NCc1ccccc1	Ki	3000
CHEMBL422718	COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)O[C@@H]2CO[C@@H]3OCCC[C@@H]32)cc1	Ki	2.2
CHEMBL86441	CC(C)NC(=O)c1cccc(CN2C(=O)N(Cc3cccc(C(=O)NC(C)C)c3)[C@H](Cc3ccccc3)[C@H](O)[C@@H](O)[C@H]2Cc2ccccc2)c1	Ki	0.58
CHEMBL3349488	CC[C@H](C)[C@H](NC(=O)C1CCCN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1)C(=O)N[C@@H](Cc1ccc2ccccc2c1)C(=O)OC	Ki	0.5
CHEMBL105301	CC(C)[C@H](NC(=O)[C@H](NCc1ccccc1)[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)OCc1ccccc1)c1ccccc1)C(=O)NCc1ccccc1	Ki	51
CHEMBL432614	CC[C@H](C)[C@H](NC(=O)[C@@H]1CCCN1CC(O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CO)NC(C)=O)C(=O)N[C@H](C(=O)OC)C(C)C	Ki	0.6
CHEMBL124065	O=C(NCc1ccccn1)[C@H](OCc1ccccc1)[C@H](O)[C@@H](O)[C@@H](OCc1ccccc1)C(=O)NCc1ccccn1	Ki	
CHEMBL458888	Cc1cccc(OS(=O)(=O)N(C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)C[C@H]2C=CCC2)C[C@@H](C)O)c1	Ki	10000
CHEMBL2165897	CC[C@H](C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H](C)CCC(C)=O)S(=O)(=O)c1ccc2ncsc2c1	Ki	4.228
CHEMBL11266	O=C(Nc1nc2ccccc2[nH]1)c1cccc(CN2C(=O)N(Cc3cccc(C(=O)Nc4nc5ccccc5[nH]4)c3)[C@H](Cc3ccccc3)[C@H](O)[C@@H](O)[C@H]2Cc2ccccc2)c1	Ki	0.024
CHEMBL274213	CN(C)c1ccc(C[C@@H]2[C@H](O)[C@@H](O)[C@@H](Cc3ccc(N(C)C)cc3)N(Cc3cccc(C(=O)Nc4nc5ccccc5[nH]4)c3)C(=O)N2Cc2cccc(C(=O)Nc3nc4ccccc4[nH]3)c2)cc1	Ki	0.038
CHEMBL1794835	CC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)[C@@H](NCc1ccccc1)C(=O)N[C@@H](C(=O)NCc1ccccc1)C(C)(C)C.CC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)[C@@H](NCc1ccccc1)C(=O)N[C@H](C(=O)NCc1ccccc1)C(C)(C)C	Ki	3000
CHEMBL39432	O=C1N[C@H]([C@@H](O)Cc2ccccc2)[C@@H](O)[C@@H](Cc2ccccc2)N1Cc1ccccc1	Ki	320
CHEMBL86913	CCCCNC(=O)c1cccc(CN2C(=O)N(Cc3cccc(C(=O)NCCCC)c3)[C@H](Cc3ccccc3)[C@H](O)[C@@H](O)[C@H]2Cc2ccccc2)c1	Ki	0.424
CHEMBL3350102	O=C(CN1[C@@H](COc2ccccc2)[C@@H](O)[C@H](O)[C@H](COc2ccccc2)N(Cc2ccccc2)S1(=O)=O)Nc1nccs1	Ki	350
CHEMBL366531	CC(C)[C@@H](C(=O)N[C@H]1c2ccccc2CC1O)[C@@H](O)[C@H](O)C(CC1CCCCC1)NC(=O)c1ccccc1OCSc1ccccc1	Ki	200
CHEMBL222559	CCC[C@@]1(CCc2ccccc2)CC(O)=C([C@H](CC)c2cccc(NS(=O)(=O)c3ccc(C(F)(F)F)cn3)c2)C(=O)O1	Ki	0.008
CHEMBL308254	COC(=O)[C@@H](NC(=O)[C@@H](NC(=O)CCP(=O)(O)[C@@H](Cc1ccccc1)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@@H](N)CO)C(C)C)C(C)C	Ki	4400
CHEMBL2165884	CCCCCN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H](C)CC(=O)OC)S(=O)(=O)c1ccc2ncsc2c1	Ki	180
CHEMBL115	CC(C)(C)NC(=O)[C@@H]1CN(Cc2cccnc2)CCN1C[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O	Ki	2.51
CHEMBL515549	CC[C@H](C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)c1cccc(F)c1C)S(=O)(=O)c1ccc2ncsc2c1	Ki	0.03311
CHEMBL78671	O=C1N(Cc2ccc3[nH]ncc3c2)[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N1Cc1ccc2[nH]ncc2c1	Ki	0.018
CHEMBL98785	O=C1N(Cc2ccc3nc(O)sc3c2)[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N1Cc1ccc2nc(O)sc2c1	Ki	0.91
CHEMBL119998	COc1ccc(S(=O)(=O)N(CC2CCCC2)C[C@@H](O)CN(CCc2ccccc2)C(=O)Cc2ccccc2)cc1	Ki	20
CHEMBL3350101	O=S1(=O)N(Cc2ccccc2)[C@@H](COc2ccccc2)[C@@H](O)[C@H](O)[C@H](COc2ccccc2)N1Cc1ccc(-c2cccs2)cc1	Ki	63
CHEMBL330693	CC(C)(C)NC(=O)c1c(CC[C@H](O)Cc2ccc3ccccc3c2C(=O)NC(C)(C)C)ccc2ccccc12	Ki	480
CHEMBL112801	CC(C)[C@@H]1NC(=O)[C@@H]([C@H](O)[C@H](Cc2ccccc2)NC(=O)O[C@H]2CCOC2)NCc2ccc(cc2)OCCOCCOCCNC1=O	Ki	13.8
CHEMBL86686	C[Si](C)(C)CC(NC(=O)OCc1ccccc1)C(=O)C(F)(F)C(=O)NCc1ccccc1	Ki	12000
CHEMBL280990	O=C(NCCCCCN1C(=O)N(CCCCCNC(=O)c2ccc(F)cc2)[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@H]1Cc1ccccc1)c1ccc(F)cc1	Ki	18
CHEMBL314058	Cc1ccnc(NC(=O)c2cccc(CN3C(=O)N(Cc4cccc(C(=O)Nc5nccc(C)n5)c4)[C@H](Cc4ccccc4)[C@H](O)[C@@H](O)[C@H]3Cc3ccccc3)c2)n1	Ki	0.115
CHEMBL37083	N#Cc1cccc(CN2C(=O)N(Cc3cccc(C#N)c3)[C@H](Cc3ccc(F)cc3)[C@H](O)[C@H]2CCc2ccc(F)cc2)c1	Ki	14.13
CHEMBL367454	CC(C)(CCCNS(C)(=O)=O)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2OCC[C@H]21)S(=O)(=O)c1ccc2c(c1)OCO2	Ki	0.000058
CHEMBL287274	O=C1N(CC2CCCC2)[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N1CC1CCCC1	Ki	4.3
CHEMBL87408	O=C1N(Cc2ccc(CO)cc2)[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N1Cc1ccc2ccccc2c1	Ki	0.93
CHEMBL326715			
CHEMBL118073	CCC(C1=C(O)OC(COCCOCCOC)(COCCOCCOC)CC1=O)c1cccc(NS(=O)(=O)c2cn(C)cn2)c1	Ki	28
CHEMBL303308	CCOc1ccc(CN[C@@H](C(=O)NC2c3ccccc3C[C@H]2O)[C@H](O)[C@H](Cc2ccccc2)NC(=O)OC(C)(C)C)cc1	Ki	92
CHEMBL310124	O=C(O)c1cccc(CN2C(=O)N(Cc3ccc4[nH]ncc4c3)[C@H](Cc3ccccc3)[C@H](O)[C@@H](O)[C@H]2Cc2ccccc2)c1	Ki	0.049
CHEMBL449777	CC(C)C[C@H](NC(=O)[C@@H](NC(=O)CCCCCCCCCCCCCCC(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](Cc1ccccc1)C(=O)O)[C@H](C)O)C(=O)N[C@@H](Cc1ccccc1)C(N)=O	Ki	3000
CHEMBL4852584	CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1CCCNC1)S(=O)(=O)c1ccc(N)cc1	Ki	0.27
CHEMBL1790517	CC[C@H](C)[C@H](NC(=O)[C@H](C(C)C)[C@@H](O)[C@H](O)[C@H](CC1CCCCC1)NC(=O)c1ccccc1)C(=O)NCc1nc2ccccc2[nH]1	Ki	36
CHEMBL291677	O=C(Nc1ncc[nH]1)c1cccc(CN2C(=O)N(Cc3cccc(C(=O)Nc4ncc[nH]4)c3)[C@H](Cc3ccccc3)[C@H](O)[C@@H](O)[C@H]2Cc2ccccc2)c1	Ki	0.014
CHEMBL4857293	CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1CCCCN1)S(=O)(=O)c1ccc(C(F)(F)F)cc1	Ki	4.61
CHEMBL1232930			
CHEMBL409292	O=C1N(CCCCCO)[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N1Cc1ccc2ccccc2c1	Ki	0.24
CHEMBL356895	O=C(NC1c2ccccc2C[C@H]1O)[C@@H](C[C@@H](O)[C@@H](OCc1ccccc1)C(=O)NC1c2ccccc2C[C@@H]1O)OCc1ccccc1	Ki	1.4
CHEMBL285354	O=C1N(CCCCCO)[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N1Cc1ccc(CO)cc1	Ki	0.1
CHEMBL4866330	CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)OC[C@@H]1CCCNC1)S(=O)(=O)c1ccc(N)cc1	Ki	0.28
CHEMBL2165917	CC[C@H](C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)OCCN1CCOC1=O)S(=O)(=O)c1ccc(OC)cc1	Ki	0.333
CHEMBL347773	O=C1[C@@H](Cc2ccccc2)C[C@@H](O)[C@@H](Cc2ccccc2)N1Cc1ccccc1	Ki	9400
CHEMBL328959	CN1C(=O)N(C)[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@H]1Cc1ccccc1	Ki	5700
CHEMBL73240	Nc1[nH]nc2ccc(CN3C(=O)N(Cc4ccc5n[nH]c(N)c5c4)[C@H](Cc4ccccc4)[C@H](O)[C@@H](O)[C@H]3Cc3ccccc3)cc12	Ki	0.01
CHEMBL2165908	CCCCCN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)OC[C@@H](C)C(=O)OC)S(=O)(=O)c1ccc(OC)cc1	Ki	1.795
CHEMBL109500	CC[C@H](C)[C@H](NC(=O)[C@@H]1CCCN1C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CO)NC(C)=O)C(=O)N[C@H](C(=O)OC)C(C)C	Ki	0.24
CHEMBL279580	Cc1ccc(S(=O)(=O)Nc2cccc(C(c3c(O)c4c(oc3=O)CCCCCC4)C3CC3)c2)cc1	Ki	3
CHEMBL16232	O=c1c2c(oc(O)c1C(c1cccc(NS(=O)(=O)c3ncccn3)c1)C1CC1)CCCCCC2	Ki	0.8
CHEMBL347431	CC(C)CCN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)OCc1ccccc1)S(=O)(=O)c1ccccc1	Ki	10
CHEMBL87503	C=C(C)N1C(=O)N(C(=C)C)[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@H]1Cc1ccccc1	Ki	1.8
CHEMBL154600	CC(C)CCN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)OCc1ccccc1)S(=O)(=O)c1ccccc1Cl	Ki	227
CHEMBL87999	CC(C)(C)NC(=O)c1cccc(CN2C(=O)N(c3cccc(N)c3)[C@H](Cc3ccccc3)[C@H](O)[C@@H](O)[C@H]2Cc2ccccc2)c1	Ki	0.41
CHEMBL148239	O=C1N(Cc2ccc3ccccc3c2)[C@H]([C@@H](F)Cc2ccccc2)[C@@H]([C@@H](F)Cc2ccccc2)N1Cc1ccc2ccccc2c1	Ki	1400
CHEMBL2115174	COC(=O)[C@@H](NC(=O)[C@H](C(C)C)N1CCC(C(Cc2ccccc2)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@@H](N)CO)=CCC1=O)C(C)C	Ki	1700000
CHEMBL289762	O=C1N(Cc2cccc(O)c2)[C@H](CCc2ccccc2)[C@@H](O)[C@@H](Cc2ccccc2)N1Cc1cccc(O)c1	Ki	0.302
CHEMBL435089	CC(C)CN(C(=O)c1ccccc1)[C@@H](CCCCNC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)O	Ki	300
CHEMBL105459	CNC(=O)[C@@H](NC(=O)[C@H](OCc1ccccc1)[C@H](O)[C@@H](O)[C@@H](OCc1ccccc1)C(=O)N[C@H](C(=O)NC)C(C)C)C(C)C	Ki	0.8
CHEMBL187249	CC(NC(=O)OCc1ccccc1)C(=O)NC(Cc1ccccc1)[C@@H](O)C[C@@H](C)C(=O)NC(C(N)=O)C(C)C	Ki	50
CHEMBL384749	COc1ccc(S(=O)(=O)N(CC2CCCC2)C[C@@H](O)CN2C(=O)[C@@H](CCC(N)=O)OC[C@@H]2Cc2ccccc2)cc1	Ki	49
CHEMBL384748	COc1ccc(S(=O)(=O)N(CC2CCCC2)C[C@@H](O)CN2C(=O)[C@@H](CCN=[N+]=[N-])OC[C@@H]2Cc2ccccc2)cc1	Ki	81
CHEMBL325074	O=C(NC1c2ccccc2C[C@H]1O)[C@H](Sc1cccs1)[C@H](O)[C@@H](O)[C@@H](Sc1cccs1)C(=O)N[C@H]1c2ccccc2C[C@H]1O	Ki	0.5
CHEMBL290576	O=C1N(Cc2ccccc2)[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N1Cc1ccccc1	Ki	3
CHEMBL314052	CCCCCCN1C(=O)N(CCCCCC)[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@H]1Cc1ccccc1	Ki	4.6
CHEMBL284314	C=CCN1C(=O)N(CC=C)[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@H]1Cc1ccccc1	Ki	5.2
CHEMBL340116	CNC(=O)[C@@H](NC(=O)[C@H](OCc1ccc(-c2nccs2)cc1)[C@H](O)[C@@H](O)[C@@H](OCc1ccc(-c2nccs2)cc1)C(=O)N[C@H](C(=O)NC)C(C)C)C(C)C	Ki	0.55
CHEMBL292373	CC1CCCCCCCCCCOC(=O)N(CC(O)C(Cc2ccccc2)NC(=O)O[C@H]2CO[C@H]3OCC[C@H]32)C1	Ki	6.1
CHEMBL1161740	C[C@@H](Cc1ccc(O)cc1)C(=O)NC(=O)[C@H](O)[C@H](O)[C@@H](O)[C@@H](Oc1ccccc1)C(=O)NC(=O)[C@@H](C)Cc1ccc(O)cc1	Ki	5000
CHEMBL126363	CCCOC[C@@H]1NC(=O)[C@@H](NC(=O)OC(C)(C)C)CCCCOc2ccc(cc2)C[C@@H]([C@H](O)CN(CCC(C)C)S(=O)(=O)c2ccc(NC(C)=O)cc2)NC1=O	Ki	45
CHEMBL131658	O=c1c2c(oc(O)c1C(c1cccc(CS(=O)(=O)c3ccccc3)c1)C1CC1)CCCCCC2	Ki	6
CHEMBL137139	Cc1ccc(S(=O)(=O)N(CC(C)C)[C@H](CO)CCCCNC(=O)CN(Cc2cccc([N+](=O)[O-])c2)c2ccccc2)cc1	Ki	1.4
CHEMBL134735	CC(C)CN([C@H](CO)CCCCNC(=O)CN(Cc1ccccc1)c1ccccc1)S(=O)(=O)c1ccc(N)cc1	Ki	2.4
CHEMBL133194	CC(C)CN([C@H](CO)CCCCNC(=O)CN(CCc1ccccc1)c1ccccc1)S(=O)(=O)c1ccc(N)cc1	Ki	
CHEMBL178277	O=C1N(c2ccccc2)[C@H](CCc2ccccc2)[C@@H](O)[C@@H](Cc2ccccc2)N1c1ccccc1	Ki	15.14
CHEMBL179250	Nc1cccc(N2C(=O)N(c3cccc(N)c3)[C@H](Cc3ccccc3)[C@H](O)[C@H]2CCc2ccccc2)c1	Ki	1.698
