Molecule ChEMBL ID	Smiles	Standard Type	Standard Value
CHEMBL345003	COc1ccc(CN[C@@H](C(=O)N[C@H](C(=O)NCCNc2ccc([N+](=O)[O-])cn2)C(C)C)[C@H](O)[C@H](Cc2ccccc2)NC(=O)[C@@H](NC(=O)OCc2ccccc2)C(C)C)cc1	Ki	9549925860
CHEMBL150671	O=C1N(Cc2ccccc2)C(COc2ccccc2)[C@H](O)[C@@H](O)C(COc2ccccc2)N1Cc1ccccc1	Ki	5000
CHEMBL432336	C[C@@H]1[C@H](O)[C@@H](O)[C@@H](C)N(Cc2ccccc2)C(=O)N1Cc1ccccc1	Ki	5000
CHEMBL339598	CC(C)[C@H](NC(=O)[C@H](OCc1ccccc1)[C@H](O)[C@@H](O)[C@@H](OCc1ccccc1)C(=O)N[C@H](C(=O)OCc1ccccc1)C(C)C)C(=O)OCc1ccccc1	Ki	
CHEMBL292631	O=C1N(Cc2cccc(C(=O)C(F)(F)F)c2)[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N1Cc1cccc(C(=O)C(F)(F)F)c1	Ki	0.037
CHEMBL114	CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1	Ki	71
CHEMBL291004	Nc1[nH]nc2ccc(CN3C(=O)N(Cc4ccc5n[nH]c(N)c5c4)[C@H](Cc4ccccc4)[C@H](O)[C@H]3CCc3ccccc3)cc12	Ki	0.03
CHEMBL40052	O=C1N(Cc2ccc3ccccc3c2)[C@H]([C@@H](F)Cc2ccccc2)[C@@H](O)[C@@H](Cc2ccccc2)N1Cc1ccc2ccccc2c1	Ki	541
CHEMBL354099	CCN(CC)CC#CCN1C(=O)N(CC#CCN(CC)CC)[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@H]1Cc1ccccc1	Ki	1000
CHEMBL428804	CCC(C)[C@H](NC(=O)[C@H](C(C)C)[C@@H](O)[C@H](O)[C@H](CC1CCCCC1)NC(=O)c1ccccc1OCCOCCOC)C(=O)NCc1nc2ccccc2[nH]1	Ki	5
CHEMBL304108	COc1ccccc1C[C@@H]1[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2OC)N(Cc2ccccc2)C(=O)N1Cc1ccccc1	Ki	60
CHEMBL87491	O=C(NCc1ccccc1)c1cccc(CN2C(=O)N(Cc3cccc(C(=O)NCc4ccccc4)c3)[C@H](Cc3ccccc3)[C@H](O)[C@@H](O)[C@H]2Cc2ccccc2)c1	Ki	0.43
CHEMBL431306	O=C1N(CC2CC2)[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N1CC1CC1	Ki	1.9
CHEMBL190372	O=C(N[C@@H](Cc1ccccc1)[C@H](O)CN(OC1CCCC1)S(=O)(=O)c1ccc2c(c1)OCO2)O[C@H]1CO[C@H]2OCC[C@H]21	Ki	0.005
CHEMBL345187	CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)c1ccc2ccccc2n1)C(C)(C)S(C)(=O)=O	Ki	0.172
CHEMBL312562	O=C1N(Cc2cccc(Cn3cccn3)c2)[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N1Cc1ccc2[nH]ncc2c1	Ki	0.17
CHEMBL48693	CC(=O)N[C@H](C(=O)C[C@@H](Cc1ccccc1)[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(C)=O)C(C)C)C(C)C	Ki	12.02
CHEMBL344865	CC(C)CN([C@H](CO)CCCCNC(=O)CN(c1ccccc1)C(C)C)S(=O)(=O)c1ccc(N)cc1	Ki	
CHEMBL386539	CCC(C)[C@H](NC(=O)CCCCCCCCCCCNC(=O)[C@H](Cc1ccc(O)c([N+](=O)[O-])c1)NC(=O)[C@H](CC1CCCCC1)NC(=O)/C=C/C(=O)O)C(=O)N[C@@H](Cc1ccc(O)c([N+](=O)[O-])c1)C(N)=O	Ki	222000
CHEMBL309238	O=C1N(Cc2cccc(Cn3nccn3)c2)[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N1Cc1ccc2[nH]ncc2c1	Ki	0.081
CHEMBL433293	CC(C)C[C@@H]1[C@H](O)[C@@H](O)[C@@H](CC(C)C)N(CC2CC2)C(=O)N1CC1CC1	Ki	86
CHEMBL147267	O=C1N(Cc2cccc(CO)c2)[C@H](Cc2ccccc2)CC[C@@H](Cc2ccccc2)N1Cc1cccc(CO)c1	Ki	170
CHEMBL386758	CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CN[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](Cc1ccccc1)C(N)=O	Ki	1000
CHEMBL1323	CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2OCC[C@H]21)S(=O)(=O)c1ccc(N)cc1	Ki	0.0043
CHEMBL359891	COC(=O)C(NC(=O)C(NC(=O)CC[C@H](O)C(Cc1ccccc1)NC(=O)C(C)NC(=O)OCc1ccccc1)C(C)C)C(C)C	Ki	118
CHEMBL186052	COC(=O)C(NC(=O)C(NC(=O)[C@H](CC(C)C)C[C@H](O)C(Cc1ccccc1)NC(=O)C(C)NC(=O)OCc1ccccc1)C(C)C)C(C)C	Ki	0.9
CHEMBL335424	COc1cccc(CN2C(=O)N(Cc3cccc(C(=O)Nc4cccc(C)n4)c3)[C@H](Cc3ccccc3)[C@H](O)[C@@H](O)[C@H]2Cc2ccccc2)c1	Ki	0.053
CHEMBL3143747	COC(=O)[C@@H](NC(=O)[C@@H](NC(=O)CC[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)OCc1ccccc1)C(C)C)C(C)C	Ki	44
CHEMBL145520	CC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](CCc1ccccc1)[C@@H](O)[C@@H](NCc1ccc(Cl)cc1)C(=O)N[C@H](C(=O)NCc1nc2ccccc2[nH]1)C(C)C	Ki	16982436525
CHEMBL502946			
CHEMBL386563	CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CN[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(N)=O	Ki	0.15
CHEMBL70210	COc1cc(C[C@@H]2[C@H](O)[C@@H](O)[C@@H](Cc3cc(OC)cc(OC)c3)N(CC3CC3)C(=O)N2CC2CC2)cc(OC)c1	Ki	2.7
CHEMBL431702	O=C1N(Cc2ccccc2)[C@H](Cc2ccc3c(c2)OCO3)[C@H](O)[C@@H](O)[C@@H](Cc2ccc3c(c2)OCO3)N1Cc1ccccc1	Ki	1.3
CHEMBL163	CC(C)c1nc(CN(C)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)C(C)C)cs1	Ki	0.02
CHEMBL29342	COCCCCCN1C(=O)N(CCCCCOC)[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@H]1Cc1ccccc1	Ki	96
CHEMBL1232930			
CHEMBL1232930			
CHEMBL280073	COc1ccc(CN[C@@H](C(=O)N[C@H]2c3ccccc3CC2O)[C@H](O)[C@H](Cc2ccccc2)NC(=O)OC(C)(C)C)cc1	Ki	1.47911E+11
CHEMBL288254	O=C1N(Cc2ccc3[nH]ncc3c2)[C@H](CCc2ccccc2)[C@@H](O)[C@@H](Cc2ccccc2)N1Cc1ccc2[nH]ncc2c1	Ki	0.01995
CHEMBL61756	CC(C)[C@]1(CCc2ccc(O)cc2)CC(=O)C(Sc2sc3ccccc3c2C(C)(C)C)=C(O)O1	Ki	0.1
CHEMBL312890	COc1ccccc1CN1C(=O)N(Cc2ccccc2OC)[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@H]1Cc1ccccc1	Ki	1870
CHEMBL123850	CNC(=O)[C@@H](NC(=O)[C@H](OCc1ccc(-c2cccnc2)cc1)[C@H](O)[C@@H](O)[C@@H](OCc1ccc(-c2cccnc2)cc1)C(=O)N[C@H](C(=O)NC)C(C)C)C(C)C	Ki	0.3
CHEMBL314052	CCCCCCN1C(=O)N(CCCCCC)[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@H]1Cc1ccccc1	Ki	4.6
CHEMBL337872	O=S1(=O)N(Cc2cccc(CCO)c2)[C@H](COc2ccccc2)[C@H](O)[C@@H](O)[C@@H](COc2ccccc2)N1Cc1cccc(CCO)c1	Ki	43
CHEMBL332308	O=C1N(Cc2ccc3[nH]ncc3c2)[C@H](Cc2ccccc2)[C@H](O)[C@H](O)[C@]23CC[C@H](CC2)N13	Ki	2300
CHEMBL48565	CC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)OCc1ccccc1)C(C)C	Ki	0.2188
CHEMBL423661	COC(=O)[C@@H](NC(=O)[C@@H](NC(=O)CP(=O)(O)[C@H](Cc1ccccc1)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@@H](N)CO)C(C)C)C(C)C	Ki	4466.84
CHEMBL286794	Nc1cccc(CN2C(=O)N[C@H](CCc3ccccc3)[C@@H](O)[C@H]2Cc2ccccc2)c1	Ki	6.209
CHEMBL383924	COc1ccc(S(=O)(=O)N(CC2CCCC2)N2C(=O)C3(CCOCC3)OC[C@@H]2Cc2ccccc2)cc1	Ki	23
CHEMBL340749	CC(=O)Nc1ccc(S(=O)(=O)N(CCC(C)C)C[C@@H](O)[C@@H]2Cc3ccc(cc3)OCCCC[C@H](NC(=O)OC(C)(C)C)C(=O)N[C@@H](C(C)C)C(=O)N2)cc1	Ki	2
CHEMBL183451	O=C1N(Cc2ccc(O)cc2)[C@H](Cc2ccccc2)[C@H](O)CN(S(=O)(=O)c2ccccc2)N1Cc1ccc(O)cc1	Ki	1.37
CHEMBL292905	O=C(Nc1ncc[nH]1)c1cccc(CN2C(=O)N(Cc3ccccc3)[C@H](Cc3ccccc3)[C@H](O)[C@@H](O)[C@H]2Cc2ccccc2)c1	Ki	0.033
CHEMBL75397	Cc1cccc(C(NC(=O)CC[C@H](O)C(Cc2ccccc2)NC(=O)[C@H](CC(N)=O)NC(=O)c2ccc3ccccc3n2)c2cc3ccccc3[nH]2)c1	Ki	39
CHEMBL330267	O=C1C[C@](O)(Cc2ccccc2)C(O)[C@@](O)(Cc2ccccc2)C1	Ki	10000
CHEMBL49068	COC(=O)[C@@H](NC(=O)[C@@H](NC(=O)CC[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@@H](N)CO)C(C)C)C(C)C	Ki	4897.79
CHEMBL81396	CCNC(=O)c1cccc(CN2C(=O)N(Cc3cccc(C(=O)NCC)c3)[C@H](Cc3ccccc3)[C@H](O)[C@@H](O)[C@H]2Cc2ccccc2)c1	Ki	0.21
CHEMBL321166	COC(=O)C(NC(=O)C(NC(=O)[C@H](C)N1CCC(C(C)N(C)C(C)C(=O)O)=CC(Cc2ccccc2)C1)C(C)C)C(C)C	Ki	430
CHEMBL299109	CC[C@H](C)[C@H](NC(=O)[C@H](C(C)C)[C@@H](O)[C@H](O)[C@H](CC(C)C)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)C(=O)NCc1ccccn1	Ki	28.18
CHEMBL305228	O=C1N(Cc2ccccc2)[C@H](Cc2ccc(O)cc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccc(O)cc2)N1Cc1ccccc1	Ki	1.1
CHEMBL433301	CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)[C@@H](NCc1ccc(CNC(=O)CCc2nc3ccccc3[nH]2)cc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O	Ki	41
CHEMBL428348	CC(C)C[C@@H]1[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N(Cc2cccc(C(=O)Nc3nc4ccccc4[nH]3)c2)C(=O)N1Cc1cccc(C(=O)Nc2nc3ccccc3[nH]2)c1	Ki	0.038
CHEMBL16352	CCCCC(c1cccc(NS(=O)(=O)c2ccc(C#N)cc2)c1)c1c(O)c2c(oc1=O)CCCCCC2	Ki	2.1
CHEMBL358797	C=CCN1C(=O)N(CC=C)[C@H]([C@@H](F)Cc2ccccc2)[C@H]1[C@@H](F)Cc1ccccc1	Ki	2500
CHEMBL112199	CC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)[C@H]1NCc2ccc(cc2)OCCCCNC(=O)[C@H](C(C)C)NC1=O	Ki	6.6
CHEMBL314408	O=C(CO)Nc1ccccc1C(=O)N[C@@H](Cc1ccccc1)[C@H](O)[C@H](O)[C@H](Cc1ccccc1)NC(=O)c1ccccc1NC(=O)CO	Ki	20
CHEMBL419675	CC(C)(C)NC(=O)CN(Cc1ccccc1)C[C@H](O)[C@H]1Cc2ccc(cc2)OCCCC(=O)N[C@@H](CC(N)=O)C(=O)N1	Ki	13600
CHEMBL3350193	CC[C@H](C)[C@H](NC(=O)[C@H](C(C)C)[C@H](O)[C@H](O)[C@H](CC(C)C)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@@H](Cc1ccccc1)NC(=O)OC(C)(C)C)C(=O)NCc1ccccn1	Ki	500
CHEMBL357057	CNC(=O)c1cccc(CN2[C@H](COc3ccccc3)[C@H](O)[C@@H](O)[C@@H](COc3ccccc3)N(Cc3ccccc3)S2(=O)=O)c1	Ki	10.1
CHEMBL278426	O=c1c2c(oc(O)c1C(c1cccc(NS(=O)(=O)/C=C/c3ccccc3)c1)C1CC1)CCCCCC2	Ki	3
CHEMBL419494	O=C1N(Cc2ccccc2Cl)[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N1Cc1ccccc1Cl	Ki	240
CHEMBL290864	O=C1N(Cc2cccc(CO)c2)[C@H](CCc2ccccc2)C[C@@H](Cc2ccccc2)N1Cc1cccc(CO)c1	Ki	99
CHEMBL177918	Cc1cccc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@H](O)C(=O)N(Cc1ccccc1)NC(=O)COc1c(C)cccc1C	Ki	5000
CHEMBL95448	CC(C)C(NC(=O)OCc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)[C@@H](C(=O)O)[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)OCc1ccccc1)C(C)C	Ki	430
CHEMBL433883	CC(C)CN([C@H](CO)CCCCNC(=O)CN(Cc1ccc(F)cc1)c1ccccc1)S(=O)(=O)c1ccc(N)cc1	Ki	2.3
CHEMBL1161741	CC(C)[C@H](C)C(=O)NC(=O)[C@H](O)[C@H](O)[C@@H](O)[C@@H](Oc1ccc(C2=C(O)C(=O)CCC2)cc1)C(=O)NC(=O)[C@@H](C)C(C)C	Ki	0.3
CHEMBL188009	O=C(NC1c2ccccc2C[C@H]1O)[C@H](Cc1ccccc1)C[C@H](O)CN1C(=O)N(Cc2ccncc2)CC1Cc1ccccc1	Ki	190
CHEMBL326514	O=C(NC1c2ccccc2C[C@H]1O)[C@H](Sc1ccccc1F)[C@H](O)[C@@H](O)[C@@H](Sc1ccccc1F)C(=O)N[C@H]1c2ccccc2C[C@H]1O	Ki	2.3
CHEMBL326730	O=C(NC1c2ccccc2C[C@H]1O)[C@H](Sc1ccccc1)[C@H](O)[C@@H](O)[C@@H](Sc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O	Ki	1.8
CHEMBL1161743	CC(C)[C@H](C)C(=O)NC(=O)[C@H](O)[C@H](O)[C@@H](O)[C@@H](Oc1ccc(-c2ccccn2)cc1)C(=O)NC(=O)[C@@H](C)C(C)C	Ki	0.61
CHEMBL264852	O=C1N(Cc2cccc(-c3cc[nH]n3)c2)[C@H](CCc2ccccc2)[C@@H](O)[C@@H](Cc2ccccc2)N1Cc1cccc(-c2cc[nH]n2)c1	Ki	0.1
CHEMBL117638	CCCC1(CCc2ccccc2)CC(=O)C(C(c2cccc(NS(=O)(=O)c3cn(C)cn3)c2)C2CC2)=C(O)O1	Ki	0.71
CHEMBL280104	O=c1c2c(oc(O)c1C(c1cccc(NS(=O)(=O)c3ccc4ccccc4c3)c1)C1CC1)CCCCCC2	Ki	4.1
CHEMBL279580	Cc1ccc(S(=O)(=O)Nc2cccc(C(c3c(O)c4c(oc3=O)CCCCCC4)C3CC3)c2)cc1	Ki	3
CHEMBL190112	CC(NO)c1cccc(CN2[C@H](COc3ccccc3)[C@H](O)[C@@H](O)[C@@H](COc3ccccc3)N(Cc3cccc(C(C)NO)c3)S2(=O)=O)c1	Ki	5.6
CHEMBL1161737	COC(=O)/C=C/c1ccc(O[C@@H](C(=O)NC(=O)[C@@H](C)C(C)C)[C@H](O)[C@@H](O)[C@@H](O)C(=O)NC(=O)[C@@H](C)C(C)C)cc1	Ki	0.09
CHEMBL381168	COC(=O)N[C@H](C(=O)NN(Cc1cccc(-c2ccccn2)c1)C[C@@](O)(Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O)C(C)(C)C	Ki	15
CHEMBL330858	CNC(=O)[C@H](CCSC)NC(=O)[C@H](OCc1ccccc1)[C@H](O)[C@@H](O)[C@@H](OCc1ccccc1)C(=O)N[C@@H](CCSC)C(=O)NC	Ki	660
CHEMBL355867	CC(C)[C@H](C[C@H](O)[C@H](CC1CCCCC1)NC(=O)C(CC(N)=O)NC(=O)c1ccc2ccccc2n1)C(=O)NCC(C)(C)C	Ki	14
CHEMBL132973	Cc1ccc(S(=O)(=O)N(CC(C)C)[C@@H](CCCCNC(=O)CS(=O)(=O)c2ccccc2)C(=O)O)cc1	Ki	20
CHEMBL118362	O=C(Nc1ccccc1C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)NC(=O)c1cccc(O)c1)OCc1ccccn1	Ki	8.6
CHEMBL2114404	Cc1cc(SC2=C(O)O[C@](CCc3ccc(O)cc3)(C(C)C)CC2=O)c(C(C)(C)C)cc1N	Ki	13
CHEMBL60728	CC1C/C=C/CCCCCCCCOC(=O)N(CC(O)C(Cc2ccccc2)NC(=O)O[C@H]2CO[C@H]3OCC[C@H]32)C1	Ki	11
CHEMBL2112562	CCC[C@@]1(CCc2ccccc2)CC(=O)C([C@H](CC)c2cccc(NS(=O)(=O)c3cn(C)cn3)c2)=C(O)O1	Ki	0.06
CHEMBL311515	O=C1N(Cc2cccc(-c3nc[nH]n3)c2)[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N1Cc1ccc2[nH]ncc2c1	Ki	0.041
CHEMBL120141	O=C(Nc1ccccc1C(=O)N[C@@H](Cc1ccccc1)[C@H](O)[C@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@@H]1CCOC1)OCc1ccccn1	Ki	0.07
CHEMBL136546	CC(C)CN([C@H](CO)CCCCNC(=O)CN(Cc1cccc([N+](=O)[O-])c1)c1ccccc1)S(=O)(=O)c1ccc(N)cc1	Ki	1.2
CHEMBL104398	CC(C)C[C@H](NC(=O)[C@H](NCc1ccccc1)[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)OCc1ccccc1)C(C)C)C(=O)NCc1ccccc1	Ki	44
CHEMBL120684	COc1ccc(S(=O)(=O)N(CC2CCCC2)C[C@@H](O)CN2C(=O)COC[C@@H]2Cc2ccccc2)cc1	Ki	1000
CHEMBL158393	COP(=O)(C(Cc1ccccc1)NC(=O)C(F)(F)F)N1CCC[C@H]1C(N)=O	Ki	44000
CHEMBL1323	CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2OCC[C@H]21)S(=O)(=O)c1ccc(N)cc1	Ki	0.015
CHEMBL321250	CC(C)[C@@H]1NC(=O)[C@@H]([C@H](O)[C@H](Cc2ccccc2)NC(=O)OC(C)(C)C)NCc2ccc(cc2)OCCOCCOCCNC1=O	Ki	12.6
CHEMBL292858	CCC/C(=N/O)c1cccc(CN2C(=O)N(Cc3cccc(/C(CCC)=N/O)c3)[C@H](Cc3ccccc3)[C@H](O)[C@@H](O)[C@H]2Cc2ccccc2)c1	Ki	0.031
CHEMBL181347	CC(C)CN([C@@H](CCCCNC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)O)S(=O)(=O)c1ccccc1	Ki	18.7
CHEMBL361651	COc1ccc(CN(Cc2ccc3c(c2)OCO3)/C(S)=N/CCCC[C@@H](CO)N(CCC(C)C)S(=O)(=O)c2ccc(N)cc2)cc1OC	Ki	2.9
CHEMBL116	CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)c1ccc(N)cc1	Ki	0.04
CHEMBL16324	CS(=O)(=O)Nc1cccc(C(c2c(O)c3c(oc2=O)CCCCCC3)C2CC2)c1	Ki	11
CHEMBL332613	O=C1N(Cc2ccccc2)[C@H](Cc2ccccc2)[C@H](O)[C@H](O)[C@]23CC[C@H](CC2)N13	Ki	2400
CHEMBL363028	CCC[C@H](C[C@H](O)C(Cc1ccccc1)NC(=O)C(C)NC(=O)OCc1ccccc1)C(=O)NC(C(=O)NC(C(=O)OC)C(C)C)C(C)C	Ki	0.6
CHEMBL50676	CC[C@H](C)[C@H](NC(=O)[C@H]1CCCN1C(=O)[C@H](O)[C@@H](Cc1ccccc1)NC(=O)OC(C)(C)C)C(=O)N[C@H](C(=O)OC)C(C)C	Ki	346736.85
CHEMBL181940	Cc1ccc(S(=O)(=O)N(CC(C)C)[C@@H](CCCCNC(=O)OC2c3ccccc3-c3ccccc32)C(=N)S)cc1	Ki	127
CHEMBL183266	CC(C)CN([C@H](CO)CCCCNC(=O)N(Cc1ccc(F)cc1)Cc1ccc2c(c1)OCO2)S(=O)(=O)c1ccc(N)cc1	Ki	2
CHEMBL361145	CC(C)CN([C@H](CO)CCCCNC(=O)N(Cc1ccc(C(F)(F)F)cc1)Cc1ccc2c(c1)OCO2)S(=O)(=O)c1ccc(N)cc1	Ki	2.5
CHEMBL420944	Nc1cc(CN2C(=O)N(Cc3ccc4[nH]ncc4c3)[C@H](Cc3ccccc3)[C@H](O)[C@@H](O)[C@H]2Cc2ccccc2)ccc1F	Ki	0.018
CHEMBL130078	O=C1N(Cc2ccc(O)cc2)[C@H](Cc2ccccc2)[C@H](O)CN(Cc2ccccc2)N1Cc1ccc(O)cc1	Ki	0.07
CHEMBL263978	CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](Cc1ccccc1)C(N)=O	Ki	0.02
CHEMBL334410	COc1ccc(CN(CC(=O)NCCCC[C@@H](CO)N(CC(C)C)S(=O)(=O)c2ccc(C)cc2)c2ccccc2)cc1	Ki	7.3
CHEMBL426050	Cc1ccc(S(=O)(=O)N(CC(C)C)[C@@H](CNC(=O)OCC2c3ccccc3-c3ccccc32)C(=O)O)cc1	Ki	250
CHEMBL315204	CC(C)(C)NC(=O)CN(Cc1ccccc1)C[C@@H](O)[C@H]1Cc2ccc(cc2)OCCCC(=O)N[C@@H](CC(N)=O)C(=O)N1	Ki	440
CHEMBL300475	CC[C@H](C)[C@H](NC(=O)[C@@H](CC(C)C)[C@@H](O)[C@H](O)[C@H](CC(C)C)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)COc1cccc2ccccc12)C(=O)NCc1ccccn1	Ki	220
CHEMBL16875	COC(=O)c1cccc(S(=O)(=O)Nc2cccc(C(c3c(O)c4c(oc3=O)CCCCCC4)C3CC3)c2)c1	Ki	1.4
CHEMBL416885	CC(C)C[C@@H]1[C@H](O)[C@@H](O)[C@@H](CC(C)C)N(Cc2cccc(C(=O)Nc3nc4ccccc4[nH]3)c2)C(=O)N1Cc1cccc(C(=O)Nc2nc3ccccc3[nH]2)c1	Ki	0.3
CHEMBL118006	CCCC1(CCC)CC(=O)C(C(CC)c2cccc(NS(=O)(=O)c3cn(C)cn3)c2)=C(O)O1	Ki	1.8
CHEMBL287923	N/C(=N\O)c1cccc(CN2C(=O)N(CC3CC3)[C@H](CCc3ccccc3)[C@@H](O)[C@H]2Cc2ccccc2)c1	Ki	0.4808
CHEMBL267098	O=C(Nc1nc2ccccc2[nH]1)c1cccc(CN2C(=O)N(Cc3cccc(C(=O)Nc4nc5ccccc5[nH]4)c3)[C@H](C3CCCCC3)[C@H](O)[C@@H](O)[C@H]2C2CCCCC2)c1	Ki	0.29
CHEMBL16413	O=c1c2c(oc(O)c1C(c1cccc(NS(=O)(=O)c3cc(Cl)cc(Cl)c3)c1)C1CC1)CCCCCC2	Ki	6.9
CHEMBL285264	COc1cc(C[C@@H]2[C@H](O)[C@@H](O)[C@@H](Cc3cc(OC)cc(OC)c3)N(Cc3ccccc3)C(=O)N2Cc2ccccc2)cc(OC)c1	Ki	8
CHEMBL16245	O=c1c2c(oc(O)c1C(c1cccc(NS(=O)(=O)c3cccs3)c1)C1CC1)CCCCCC2	Ki	6.3
CHEMBL278636	CCCC(c1cccc(NS(=O)(=O)c2ccc(F)cc2)c1)c1c(O)c2c(oc1=O)CCCCCC2	Ki	2.1
CHEMBL291814	CCC(=O)c1cccc(CN2C(=O)N(Cc3cccc(C(=O)CC)c3)[C@H](Cc3ccccc3)[C@H](O)[C@@H](O)[C@H]2Cc2ccccc2)c1	Ki	0.21
CHEMBL80182	Nc1ccc(CN2C(=O)N(Cc3ccc4[nH]ncc4c3)[C@H](Cc3ccccc3)[C@H](O)[C@@H](O)[C@H]2Cc2ccccc2)cc1-c1cc[nH]n1	Ki	0.025
CHEMBL32889	CC(=O)c1cccc(CN2C(=O)N(Cc3cccc(C(C)=O)c3)[C@H](Cc3ccc4c(c3)OCCO4)[C@H](O)[C@@H](O)[C@H]2Cc2ccc3c(c2)OCCO3)c1	Ki	0.04
CHEMBL16511	CCCC(c1cccc(NS(=O)(=O)c2cn(C)cn2)c1)c1c(O)c2c(oc1=O)CCCCCC2	Ki	0.1
CHEMBL431422	O=C(NC1c2ccccc2C[C@H]1O)[C@H](OCc1c(F)cccc1F)[C@H](O)[C@@H](O)[C@@H](OCc1c(F)cccc1F)C(=O)N[C@H]1c2ccccc2C[C@H]1O	Ki	1.64
CHEMBL350243	CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)Cc1nccc2c(O)cccc12)C(C)(C)S(C)(=O)=O	Ki	0.151
CHEMBL118513	Cc1c(O)cccc1C(=O)N[C@@H](Cc1ccccc1)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)c1ccccc1NC(=O)OCc1ccccn1	Ki	0.68
CHEMBL103013	CC(C)(O)c1ccc(CN2C(=O)N(Cc3ccc(C(C)(C)O)cc3)[C@H](Cc3ccccc3)[C@H](O)[C@@H](O)[C@H]2Cc2ccccc2)cc1	Ki	2.2
CHEMBL182870	CC(C)CN([C@H](CO)CCCCNC(=O)N(Cc1ccccc1)Cc1ccc2c(c1)OCO2)S(=O)(=O)c1ccc(N)cc1	Ki	2.6
